cnes;Regi?o de Sa?de;Regi?o Administrativa
9871438;Sudoeste;Samambaia
9097899;Sudoeste;Águas Claras
4140591;Sudoeste;Águas Claras
554634;Sudoeste;Águas Claras
4433068;Sudoeste;Samambaia
7623941;Sudoeste;Águas Claras
9389911;Sudoeste;Taguatinga
5367271;Sudoeste;Águas Claras
9967346;Sudoeste;Taguatinga
2627531;Sudoeste;Águas Claras
6442579;Sudoeste;Taguatinga
6294553;Sudoeste;Taguatinga
9954937;Sudoeste;Samambaia
4627946;Sudoeste;Águas Claras
2643596;Sudoeste;Taguatinga
7425627;Sudoeste;Taguatinga
9437428;Sudoeste;Samambaia
4988639;Sudoeste;Samambaia
7898258;Sudoeste;Taguatinga
9832017;Sudoeste;Taguatinga
4894758;Sudoeste;Taguatinga
2938634;Sudoeste;Taguatinga
6938841;Sudoeste;Taguatinga
4488962;Sudoeste;Taguatinga
3040852;Sudoeste;Taguatinga
4339207;Sudoeste;Águas Claras
9761616;Sudoeste;Taguatinga
68829;Sudoeste;Águas Claras
4570499;Sudoeste;Vicente Pires
4455576;Sudoeste;Águas Claras
864978;Sudoeste;Taguatinga
741124;Sudoeste;Taguatinga
490075;Sudoeste;Taguatinga
9555099;Sudoeste;Águas Claras
3426815;Sudoeste;Águas Claras
4550447;Sudoeste;Águas Claras
5558298;Sudoeste;Taguatinga
945056;Sudoeste;Taguatinga
7542348;Sudoeste;Águas Claras
9328602;Sudoeste;Águas Claras
671908;Sudoeste;Taguatinga
9458077;Sudoeste;Águas Claras
4369475;Sudoeste;Águas Claras
9632042;Sudoeste;Águas Claras
9550429;Sudoeste;Águas Claras
550388;Sudoeste;Águas Claras
4069013;Sudoeste;Samambaia
5532515;Centro-Sul;Guará
6006205;Central;Plano Piloto
5486033;Central;Plano Piloto
3102270;Central;Plano Piloto
7715498;Central;Plano Piloto
6006108;Central;Plano Piloto
5331412;Central;Plano Piloto
4995538;Central;Plano Piloto
5475813;Central;Plano Piloto
5430453;Central;Plano Piloto
6738680;Central;Plano Piloto
5558395;Central;Plano Piloto
5489296;Central;Plano Piloto
5474973;Central;Plano Piloto
5300541;Central;Plano Piloto
9181040;Central;Plano Piloto
5555655;Central;Plano Piloto
5553296;Central;Plano Piloto
5548640;Central;Plano Piloto
5392810;Central;Plano Piloto
3449009;Central;Plano Piloto
5101816;Central;Plano Piloto
